Galaxy Name	Radius	Total Mass Density	Visible Mass Density	Dark Matter Density
UGC09037	1.215000, 3.040000, 4.255000, 5.470000, 6.685000, 7.900000, 9.120000, 10.345000, 11.575000, 12.800000, 13.980000, 15.165000, 16.390000, 17.615000, 18.845000, 20.075000, 21.305000, 22.530000, 23.710000, 24.895000, 26.120000, 27.345000	35308225.098720, 29859445.197109, 29850354.545417, 24945777.676791, 20271321.882036, 18422000.356695, 16593452.595758, 15654238.528509, 14639029.084967, 13597758.451980, 13479489.245039, 13135282.603653, 11912114.236842, 11453418.974460, 10471809.197210, 9483228.249295, 8519394.820600, 8650070.600559, 7778039.578551, 6983755.547255, 5070506.704801, 8025856.074337	171200711.272196, 55368296.490092, 62342887.208549, 32478606.949567, 40667110.613973, 22359810.422463, 26293545.981073, 16868503.689987, 19600212.269893, 12841837.871929, 15752012.809567, 10320868.557189, 11161206.779848, 7731786.074122, 8428375.342452, 6456975.871982, 6732280.656149, 5155105.331377, 6009105.620721, 4086889.286037, 5027969.753763, 3638880.907389	-135892486.173476, -25508851.292983, -32492532.663132, -7532829.272776, -20395788.731937, -3937810.065768, -9700093.385315, -1214265.161478, -4961183.184926, 755920.580051, -2272523.564527, 2814414.046465, 750907.456995, 3721632.900338, 2043433.854758, 3026252.377313, 1787114.164452, 3494965.269182, 1768933.957830, 2896866.261218, 42536.951038, 4386975.166948
UGC09133	0.160000, 0.475000, 0.790000, 1.105000, 1.420000, 1.735000, 2.050000, 2.365000, 2.680000, 2.995000, 3.310000, 3.630000, 3.945000, 4.260000, 4.575000, 4.890000, 5.205000, 5.520000, 5.835000, 6.150000, 6.465000, 6.780000, 7.255000, 7.730000, 8.045000, 8.255000, 8.415000, 8.675000, 8.990000, 9.465000, 9.940000, 10.570000, 11.200000, 11.515000, 12.620000, 13.725000, 14.040000, 15.405000, 17.980000, 20.770000, 23.555000, 26.290000, 29.080000, 31.865000, 34.595000, 37.380000, 40.170000, 42.905000, 45.690000, 48.475000, 51.210000, 54.000000, 56.785000, 59.520000, 62.255000, 65.040000, 67.825000, 70.560000, 73.350000, 76.135000, 78.865000, 81.650000, 84.440000, 87.175000, 89.960000, 92.750000, 96.905000, 104.000000	42446744574.963547, 6024499897.948911, 4500773437.338003, 2265980228.008867, 2101631141.193486, 1369035366.479731, 1342650286.337402, 987345109.033775, 980710979.016906, 771731651.864280, 770706066.594193, 615102642.661084, 658543030.909625, 524270138.533406, 556985690.039985, 463452463.211850, 489142689.627815, 410598058.518643, 436949222.217023, 374139764.593766, 390612512.103910, 344185927.080567, 182602912.465251, 293629615.844780, 324803694.775940, 782259090.545762, 459306388.885614, 271122163.327540, 282514545.477451, 130459852.156659, 246281276.972449, 82420782.141561, 205865518.157270, 221946015.502505, 35214255.176767, 161543686.912590, 176591410.347827, 20798705.558162, 15758764.551330, 12108226.612380, 10932674.466899, 9247393.994080, 7762918.807667, 6939644.541124, 6167356.815567, 5203004.687923, 4885957.150970, 4437080.423024, 4186203.223500, 4100715.682667, 4035080.492783, 3712906.094991, 3744902.533930, 3421621.999770, 3237839.133936, 2823776.298657, 2716938.079638, 2508652.150354, 2329189.281300, 2323722.764176, 2207563.068134, 2045302.726122, 1976344.000425, 1916812.077864, 1789327.167908, 1854022.938978, 928361.628435, 573044.041985	19357546994.589890, 10814280490.024675, 5234085828.176943, 4045572795.027077, 2785977331.455538, 2347786754.606728, 1819170009.939406, 1607610900.247013, 1323466437.344386, 1223391363.596670, 1075561254.013787, 984247153.954286, 926084602.031670, 829231745.243399, 776580296.553509, 696284711.862962, 652987575.520636, 591711007.509434, 560430554.466636, 515114624.737033, 495363842.894367, 461419663.604013, 225448441.617007, 378189756.884750, 390099212.822582, 981432390.915036, 543469775.224182, 332823114.500965, 327947709.333227, 148910825.407445, 275811176.973419, 85503674.266022, 221922249.764204, 223171061.997208, 33622473.645620, 159834693.730295, 164738281.862106, 18468518.812268, 13278006.209161, 9226844.505309, 8400074.289475, 6392817.930646, 5536953.412755, 4481079.309948, 4056659.105758, 3096685.659855, 2977230.524230, 2443119.614890, 2240261.095293, 1923190.709977, 1830598.199775, 1484201.466774, 1511484.110540, 1300725.862406, 1268544.259900, 1053869.173569, 1069318.300214, 932356.626557, 887288.241447, 816593.425422, 809921.199271, 691036.149748, 709095.939016, 631981.224100, 603292.086284, 557313.757299, 268528.307628, 141617.971028	23089197580.373657, -4789780592.075765, -733312390.838940, -1779592567.018210, -684346190.262052, -978751388.126997, -476519723.602004, -620265791.213238, -342755458.327480, -451659711.732391, -304855187.419594, -369144511.293202, -267541571.122046, -304961606.709992, -219594606.513524, -232832248.651112, -163844885.892821, -181112948.990791, -123481332.249613, -140974860.143267, -104751330.790457, -117233736.523446, -42845529.151756, -84560141.039970, -65295518.046642, -199173300.369274, -84163386.338567, -61700951.173425, -45433163.855776, -18450973.250785, -29529900.000971, -3082892.124461, -16056731.606935, -1225046.494702, 1591781.531147, 1708993.182295, 11853128.485721, 2330186.745894, 2480758.342169, 2881382.107071, 2532600.177425, 2854576.063434, 2225965.394912, 2458565.231176, 2110697.709809, 2106319.028069, 1908726.626740, 1993960.808134, 1945942.128207, 2177524.972690, 2204482.293008, 2228704.628217, 2233418.423391, 2120896.137364, 1969294.874036, 1769907.125088, 1647619.779424, 1576295.523797, 1441901.039852, 1507129.338754, 1397641.868863, 1354266.576373, 1267248.061408, 1284830.853764, 1186035.081624, 1296709.181679, 659833.320806, 431426.070957
UGC09992	0.390000, 1.165000, 1.945000, 2.730000, 3.505000	69940881.059519, 14969990.071698, 9757173.643297, 5631668.890310, 5185446.405895	40154220.079692, 11073837.070556, 6259323.557865, 4565663.920155, 3029733.291212	29786660.979827, 3896153.001142, 3497850.085432, 1066004.970155, 2155713.114683
UGC10310	0.550000, 1.655000, 2.760000, 3.865000, 4.970000, 6.080000, 7.190000	49090613.717593, 30615147.274268, 18854901.277011, 13184730.514207, 10201687.375118, 8355042.521224, 6986930.077453	20698229.061426, 13518966.809438, 6937356.080513, 5284931.907103, 4923126.501222, 3634247.332973, 2748284.733700	28392384.656167, 17096180.464830, 11917545.196498, 7899798.607104, 5278560.873896, 4720795.188251, 4238645.343753
UGC11455	0.310000, 0.925000, 1.530000, 2.150000, 2.775000, 3.380000, 4.000000, 4.615000, 5.220000, 5.850000, 6.475000, 7.080000, 7.690000, 8.310000, 8.925000, 9.540000, 10.140000, 10.740000, 11.360000, 11.930000, 12.550000, 13.735000, 15.595000, 17.200000, 18.130000, 19.365000, 21.430000, 23.755000, 25.975000, 28.095000, 30.215000, 32.380000, 34.495000, 36.615000, 38.785000, 40.900000	172718365.085965, 145113741.791200, 93092895.705169, 145667285.947369, 124929374.885003, 130686063.787299, 133600474.308387, 149439892.618430, 116753998.642122, 102155723.331985, 95299246.829875, 124480785.565419, 96200335.714950, 125831875.869335, 97213009.712055, 118517434.649727, 95300086.644359, 127332788.765601, 79976949.286797, 129187041.959681, 74839941.233054, 41886964.515734, 24282985.796531, 41102345.537501, 57804879.289095, 25406259.226347, 15554234.616604, 11962221.612324, 13186693.494989, 11865431.635862, 11511811.433199, 7725996.389682, 12060780.923684, 7259892.680520, 9757730.993046, 6218458.684982	710790922.581861, 413961637.876221, 293767146.174675, 236707266.227007, 194429380.643575, 181340609.674824, 152148239.962677, 152411765.575918, 153296174.088901, 149720560.961450, 176753428.749290, 184136202.939725, 173778027.066990, 156994294.285362, 159974253.255641, 149125087.720558, 157890037.572262, 140825879.626209, 137333806.467119, 155055598.035057, 113407982.646678, 48714914.985890, 29506581.323033, 47467747.367529, 65733893.948760, 27590863.332329, 16785551.455117, 15270123.959971, 12272792.601676, 11584837.517096, 8824714.124768, 8230195.671091, 6709115.167431, 6069153.562174, 4991985.788194, 5023391.031541	-538072557.495896, -268847896.085020, -200674250.469506, -91039980.279638, -69500005.758573, -50654545.887525, -18547765.654290, -2971872.957488, -36542175.446779, -47564837.629465, -81454181.919415, -59655417.374307, -77577691.352040, -31162418.416027, -62761243.543586, -30607653.070830, -62589950.927903, -13493090.860608, -57356857.180322, -25868556.075377, -38568041.413624, -6827950.470155, -5223595.526502, -6365401.830028, -7929014.659665, -2184604.105982, -1231316.838513, -3307902.347648, 913900.893313, 280594.118766, 2687097.308431, -504199.281409, 5351665.756252, 1190739.118346, 4765745.204851, 1195067.653441
UGC11557	0.165000, 0.660000, 1.375000, 2.090000, 2.805000, 3.520000, 4.235000, 4.950000, 5.610000, 6.490000, 7.920000, 9.680000	7917713.217141, 16197052.759103, 20091632.327682, 19823498.643304, 16950761.032942, 18571446.396090, 17533134.839015, 19370343.280399, 21985863.264961, 6764398.880734, 6661150.056534, 3725242.768619	239653195.199289, 118969042.642853, 50985182.778208, 50374268.486581, 37948701.180264, 31637987.805589, 27436687.918525, 26061439.183117, 26613427.879925, 13517702.500434, 6966852.232305, 3782752.441073	-231735481.982148, -102771989.883750, -30893550.450526, -30550769.843277, -20997940.147322, -13066541.409500, -9903553.079510, -6691095.902719, -4627564.614964, -6753303.619700, -305702.175771, -57509.672455
UGC11820	0.130000, 0.350000, 0.525000, 0.700000, 0.900000, 3.135000, 6.585000, 9.215000, 11.830000, 14.480000	204080229.431151, 72226606.305858, 119878379.665588, 141190748.114348, 127105238.073535, 6507211.546850, 3142695.593089, 3374845.964009, 2187191.799066, 2167561.043298	58423864.868799, 52574366.901101, 52624067.279516, 45932278.159031, 38866295.157630, 1826117.937908, 958442.715353, 967075.828475, 449378.202797, 483380.893959	145656364.562352, 19652239.404757, 67254312.386072, 95258469.955317, 88238942.915905, 4681093.608942, 2184252.877736, 2407770.135534, 1737813.596269, 1684180.149339
UGC11914	0.140000, 0.325000, 0.420000, 0.515000, 0.605000, 0.700000, 0.795000, 0.885000, 0.980000, 1.075000, 1.165000, 1.255000, 1.355000, 1.455000, 1.545000, 1.635000, 1.730000, 1.825000, 1.915000, 2.005000, 2.105000, 2.205000, 2.295000, 2.385000, 2.445000, 2.495000, 2.575000, 2.665000, 2.755000, 2.895000, 3.135000, 3.510000, 3.785000, 3.925000, 4.055000, 4.105000, 4.210000, 4.345000, 4.440000, 4.535000, 4.725000, 4.890000, 4.935000, 5.005000, 5.095000, 5.190000, 5.285000, 5.375000, 5.465000, 5.560000, 5.660000, 5.755000, 5.845000, 5.935000, 6.030000, 6.115000, 6.160000, 6.215000, 6.305000, 6.540000, 6.780000, 6.875000, 7.145000, 7.985000, 9.215000	19400376810.298756, 9455401432.496605, 14720364798.628309, 9074906619.446535, 12462068695.203217, 7828544280.397729, 10213589025.452740, 8010744411.529635, 8048747895.884872, 7185947877.304372, 7824594992.850500, 6538554062.522229, 5735592869.631109, 5726644594.968864, 6098745540.822659, 5173285422.497355, 4948116378.418668, 4612154928.635966, 4842776886.441639, 4199672426.567317, 3622348359.260960, 3731642304.161621, 4011754785.516214, 3455249970.994277, 10857776982.408180, 4302262662.902119, 3490568473.811665, 3145516095.625855, 3248412036.825341, 1442492209.003993, 943663760.625481, 535074439.991594, 2194303174.431428, 1136665298.425175, 2551252268.070238, 6673542355.981414, 992613294.437604, 2066063606.767800, 1683725516.052014, 1944712184.443953, 572353240.626502, 3772989616.777895, 3105243601.946277, 1637017355.878170, 1675455168.113989, 1405054359.539225, 1609759471.597082, 1485042125.168084, 1554319684.689203, 1277719772.321879, 1349378938.762586, 1349045737.412155, 1448021096.771153, 1309301171.579567, 1264041760.349844, 1624228639.384980, 6094308894.845099, 1260200201.551044, 1328884815.587301, 307312857.054245, 1065802598.670643, 1221765849.748455, 251672428.020176, 99813371.432227, 82053331.442694	31985869209.743454, 11445111626.995275, 20551245742.082108, 9786432977.419876, 14936156634.473183, 7920452450.774258, 11468266267.697172, 8053776969.649304, 8959195496.637772, 7284393844.919936, 8597582452.239767, 6652787555.170665, 6297332036.453362, 5887888073.885771, 6745658467.014927, 5382858157.081962, 5474077605.209409, 4879868316.043618, 5476500403.049544, 4521819705.769535, 4146135256.211985, 4140632910.211689, 4638611674.434877, 3897334316.857800, 12613566846.801010, 4915455451.327168, 4106002848.095148, 3652493868.787538, 3865269544.232792, 1709047699.108853, 1123286591.483071, 621588653.021207, 2598543765.034562, 1310154893.426432, 3005736753.170793, 7679016356.703673, 1167156984.824127, 2356905421.421434, 1958102377.955457, 2227519868.741447, 652487343.536078, 4361278278.495965, 3519531654.684213, 1898396260.007353, 1879204519.652110, 1631776990.209339, 1786638242.378922, 1729138452.373308, 1707590096.980537, 1490686117.832680, 1469189788.836846, 1580783251.079477, 1563435460.394965, 1518562348.951498, 1352549261.924381, 1869508809.194678, 6511289350.946724, 1436385341.474638, 1408579687.414421, 331245907.830335, 1116896869.432641, 1285153199.091228, 239350119.508085, 77183012.892682, 54196384.321949	-12585492399.444698, -1989710194.498671, -5830880943.453798, -711526357.973341, -2474087939.269966, -91908170.376529, -1254677242.244432, -43032558.119669, -910447600.752899, -98445967.615564, -772987459.389267, -114233492.648436, -561739166.822252, -161243478.916906, -646912926.192267, -209572734.584606, -525961226.790741, -267713387.407652, -633723516.607905, -322147279.202219, -523786896.951025, -408990606.050068, -626856888.918663, -442084345.863523, -1755789864.392830, -613192788.425049, -615434374.283483, -506977773.161683, -616857507.407451, -266555490.104861, -179622830.857589, -86514213.029613, -404240590.603134, -173489595.001257, -454484485.100555, -1005474000.722260, -174543690.386523, -290841814.653634, -274376861.903443, -282807684.297494, -80134102.909577, -588288661.718070, -414288052.737936, -261378904.129183, -203749351.538121, -226722630.670115, -176878770.781840, -244096327.205224, -153270412.291334, -212966345.510801, -119810850.074260, -231737513.667322, -115414363.623812, -209261177.371931, -88507501.574537, -245280169.809699, -416980456.101624, -176185139.923594, -79694871.827120, -23933050.776091, -51094270.761998, -63387349.342773, 12322308.512091, 22630358.539545, 27856947.120745
UGC12506	0.410000, 1.640000, 3.280000, 4.920000, 6.560000, 8.200000, 9.835000, 11.470000, 13.110000, 14.750000, 16.390000, 18.030000, 19.670000, 21.310000, 22.950000, 24.590000, 26.230000, 27.865000, 29.500000, 31.140000, 32.780000, 34.420000, 36.060000, 37.700000, 39.340000, 40.980000, 42.620000, 44.260000, 45.895000, 47.530000, 49.170000	917587555.774963, 198496116.780683, 101233770.687717, 55382115.251062, 51917563.576352, 38884885.785276, 36816605.058899, 31428497.007674, 25732015.205580, 24771181.818622, 22019927.881154, 21152645.191725, 17881180.198371, 18108242.403655, 16515596.587521, 13006711.990893, 14198555.103908, 12572099.519812, 12887019.287697, 10811772.909094, 10629767.158620, 8965604.812468, 9425078.722205, 8615952.999645, 8049849.148193, 6752025.308960, 7976370.713128, 6286231.730331, 7044468.282997, 5444146.374621, 6377295.042231	90983298.318814, 60083144.818529, 35479254.025896, 26812185.051354, 22125832.857773, 22141741.554579, 19163261.653545, 17604067.373685, 14587332.690782, 14021633.353211, 11983979.191654, 11006471.889562, 9225381.814964, 8556058.485391, 7175332.762620, 6648857.763151, 5766537.632095, 5548247.568713, 4881413.334105, 4662974.807563, 4013768.246331, 3825250.097558, 3404363.760662, 3374614.396269, 3030740.450560, 2963386.731363, 2733879.238370, 2799372.509232, 2289530.413851, 2589789.590157, 2194062.843297	826604257.456149, 138412971.962153, 65754516.661821, 28569930.199708, 29791730.718579, 16743144.230697, 17653343.405354, 13824429.633990, 11144682.514798, 10749548.465412, 10035948.689500, 10146173.302162, 8655798.383406, 9552183.918264, 9340263.824901, 6357854.227742, 8432017.471813, 7023851.951099, 8005605.953592, 6148798.101531, 6615998.912289, 5140354.714910, 6020714.961543, 5241338.603376, 5019108.697633, 3788638.577597, 5242491.474758, 3486859.221099, 4754937.869146, 2854356.784464, 4183232.198934
UGC12632	0.355000, 1.065000, 1.780000, 2.495000, 3.200000, 3.905000, 4.615000, 5.330000, 6.045000, 6.755000, 7.465000, 8.170000, 8.885000, 9.600000, 10.305000	62090484.996306, 25612647.679756, 24115629.181571, 21517000.783645, 15891448.652672, 16038782.465895, 12491921.735598, 12166628.747137, 10630502.786074, 10345569.954123, 9060471.662210, 9014991.116146, 8131190.709121, 7493365.835174, 7154158.674532	21676871.135376, 9282805.989952, 7107065.187550, 5715940.788670, 4286264.786809, 3882252.692498, 3437458.284882, 3010286.122222, 3338357.589371, 2748451.416109, 3145650.053502, 2475517.574847, 2610890.261590, 2276947.451456, 2370277.483746	40413613.860930, 16329841.689805, 17008563.994021, 15801059.994975, 11605183.865863, 12156529.773396, 9054463.450716, 9156342.624915, 7292145.196703, 7597118.538013, 5914821.608709, 6539473.541299, 5520300.447531, 5216418.383718, 4783881.190786
UGC12732	0.480000, 1.440000, 2.400000, 3.360000, 4.320000, 5.280000, 6.240000, 7.200000, 8.160000, 9.120000, 10.100000, 11.050000, 12.000000, 12.950000, 13.900000, 14.900000	68393906.528495, 31165644.387638, 21645255.291282, 15840520.113311, 13743392.556237, 11785872.386396, 10269126.987340, 9689600.054758, 8091644.406739, 7993884.372187, 6902118.787278, 7357795.541292, 6426053.523436, 7011362.894506, 6728032.199032, 6106976.624272	25198836.811779, 12634642.920069, 5570130.082637, 5406933.322510, 3110230.519326, 3387900.781060, 2561174.725431, 2124732.842159, 2009060.879055, 1695072.992836, 1596581.110815, 1699292.279560, 1652531.952850, 1733360.426121, 1690686.130799, 1520477.966552	43195069.716715, 18531001.467569, 16075125.208646, 10433586.790801, 10633162.036911, 8397971.605336, 7707952.261909, 7564867.212599, 6082583.527684, 6298811.379351, 5305537.676464, 5658503.261732, 4773521.570586, 5278002.468385, 5037346.068233, 4586498.657721
